Gene_stable_ID	Gene name	Descriptions	GO_terms
AGAP008475		oligosaccharyltransferase complex subunit OSTC	
AGAP008478	CPLCW7	cuticular protein CPLCW family (CPLCW7)	
AGAP008479	CPLCG26	cuticular protein CPLCG family (CPLCG26)	
AGAP008480	CPLCG27	cuticular protein CPLCG family (CPLCG27)	
AGAP008481		ribonuclease P/MRP protein subunit RPP1	GO:0008033;GO:0005655;GO:0003723;GO:0090502;GO:0003824;GO:0004540
AGAP008482		chromodomain-helicase-DNA-binding protein 7	GO:0016817;GO:0005524;GO:0005515
AGAP008483			
AGAP008484		tRNA-dihydrouridine synthase 1	GO:0055114;GO:0050660;GO:0008033;GO:0003824;GO:0017150
AGAP008486		palmitoyltransferase	
AGAP008487		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL	GO:0005615;GO:0004767;GO:0061750;GO:0006685;GO:0046513;GO:0046872;GO:0008081;GO:0016787;GO:0016798;GO:0005764
AGAP008488			GO:0051056;GO:0005096;GO:0005515
AGAP008489		Fuzzy	
AGAP008490		Solute carrier family 36 (proton-coupled amino acid transporter) [Source:UniProtKB/TrEMBL	GO:0016021
AGAP008491		oligosaccharyltransferase complex subunit epsilon	GO:0004579;GO:0006487;GO:0016021;GO:0008250
AGAP008492			
AGAP008493		Palmitoyltransferase [Source:UniProtKB/TrEMBL	GO:0016021;GO:0019706
AGAP008494		signal transducing adaptor molecule	GO:0005623;GO:0006886;GO:0005515
AGAP008495		bis(5'-nucleosidyl)-tetraphosphatase	GO:0008796;GO:0016787
AGAP008496	Med30	Mediator of RNA polymerase II transcription subunit 30 [Source:UniProtKB/TrEMBL	
AGAP008497	APG4B	autophagy related gene	GO:0008234;GO:0015031;GO:0005737;GO:0006914
AGAP008498		PCI domain-containing protein 2	GO:0003690;GO:0016973;GO:0070390;GO:0071033;GO:0006368;GO:0003723;GO:0000973
AGAP008499		mitochondrial transcription factor A	GO:0005634;GO:0003677
AGAP008500			GO:0016021
AGAP008501		glutaryl-CoA dehydrogenase	GO:0055114;GO:0050660;GO:0003995;GO:0016627
AGAP008502		L-xylulose reductase	GO:0004090;GO:0050038;GO:0006006;GO:0005997;GO:0016491
AGAP008503			GO:0000422;GO:0031307
AGAP008504			GO:0005515
AGAP008506		Fruitless	GO:0005515
AGAP008507			
AGAP008508			
AGAP008509		histone demethylase	GO:0071558;GO:0010468;GO:0046872;GO:0005515
AGAP008510		Envelysin	GO:0006508;GO:0008270;GO:0004222;GO:0008237
AGAP008511	IR21a	ionotropic receptor IR21a	GO:0016021;GO:0016020;GO:0004970;GO:0005886
AGAP008512			GO:0005975;GO:0005576;GO:0008061;GO:0006030;GO:0003824;GO:0016810
AGAP008513			
AGAP008514		lysosomal acid lipase	GO:0016788
AGAP008515			GO:0005634;GO:0003676;GO:0008270
AGAP008516		nicotinate phosphoribosyltransferase	GO:0004514;GO:0019358;GO:0004516;GO:0003824;GO:0009435
AGAP008521		low density lipoprotein receptor adapter protein 1	GO:0005515
AGAP008522		transcription initiation factor TFIIH subunit 3	GO:0000439;GO:0006355;GO:0006289
AGAP008523			GO:0008168;GO:0003723
AGAP008525			GO:0048188;GO:0051568;GO:0044666
AGAP008526		dynein light chain 1, axonemal	GO:0045504;GO:0043014;GO:0036158;GO:0005737;GO:0003774;GO:0005515
AGAP008528		pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	GO:0004386;GO:0003676;GO:0005524
AGAP008531			
AGAP008532		paxillin	GO:0005829;GO:0005856;GO:0005925;GO:0046872;GO:0007160;GO:0005886;GO:0003712
AGAP008533		Cyclin-dependent kinase 5 activator 1 [Source:UniProtKB/TrEMBL	GO:0016533;GO:0061575
AGAP008535			GO:0007264;GO:0005085
AGAP008536			GO:0006470;GO:0004722;GO:0046872;GO:0004724;GO:0016021;GO:0003824;GO:0043169;GO:0007178
AGAP008537		homocysteine S-methyltransferase	GO:0008168;GO:0046872
AGAP008538			
AGAP008539		Translocase of inner mitochondrial membrane 44	GO:0051087;GO:0030150;GO:0005743
AGAP008540		phosphatidylinositol glycan, class T	GO:0016255;GO:0042765
AGAP008541		cyclin-dependent kinase 9	GO:0004672;GO:0006468;GO:0004674;GO:0005524
AGAP008542		abhydrolase domain-containing protein 2	
AGAP008544		AMP dependent ligase	GO:0003824
AGAP008545		AMP dependent ligase	GO:0003824
AGAP008547			GO:0005975;GO:0003824
AGAP008548			GO:0005975;GO:0003824
AGAP008549		U4/U6.U5 tri-snRNP-associated protein 1	GO:0000398
AGAP008550		polycomb protein EED	GO:0070734;GO:0035098;GO:0016571;GO:0000122;GO:0006342;GO:0005515
AGAP008551		mothers against decapentaplegic homolog 1	GO:0003677;GO:0007179;GO:0005622;GO:0005634;GO:0005667;GO:0003700;GO:0006355;GO:0005737;GO:0005515
AGAP008552	CYP4H27	cytochrome P450	GO:0055114;GO:0020037;GO:0016705;GO:0016021;GO:0004497;GO:0005506
AGAP008553			GO:0055114;GO:0020037;GO:0016705;GO:0005506
AGAP008557		AMP-binding domain protein	GO:0003824
AGAP008558			GO:0004252;GO:0006508
AGAP008559			GO:0006811;GO:0016021;GO:0005515;GO:0005262;GO:0070588;GO:0016020;GO:0005216;GO:0055085
AGAP008561			GO:0008061;GO:0005975
AGAP008562			GO:0008061;GO:0005975
AGAP008563		T-box protein H15	GO:0003677;GO:0005634;GO:0006355;GO:0003700
AGAP008566			GO:0008061;GO:0005975
AGAP008567			GO:0003677;GO:0005634;GO:0006355;GO:0003700
AGAP008569		T-box protein 20	GO:0003677;GO:0005634;GO:0006355;GO:0003700
AGAP008570		Steroid dehydrogenase	GO:0016021;GO:0016491
AGAP008571			GO:0060271;GO:0035869;GO:0060170;GO:0032880
AGAP008572		TIM21-like protein, mitochondrial precursor	GO:0030150;GO:0005744;GO:0016021
AGAP008574		PQ-loop repeat-containing protein 1	GO:0016021
AGAP008575		ubiquitin-conjugating enzyme E2 Q	GO:0061631
AGAP008576			
AGAP008577		RNA-binding protein 5/10	GO:0003676;GO:0046872;GO:0003723
AGAP008578		ATP-dependent RNA helicase DDX4	GO:0004386;GO:0003676;GO:0005524
AGAP008579			
AGAP008580			
AGAP008582		Alpha-mannosidase [Source:UniProtKB/TrEMBL	GO:0005975;GO:0046872;GO:0006013;GO:0003824;GO:0004559;GO:0030246
AGAP008584		lysosomal alpha-mannosidase	GO:0005975;GO:0046872;GO:0006013;GO:0003824;GO:0004559;GO:0030246
AGAP008585		Protein kinase, cGMP-dependent [Source:UniProtKB/TrEMBL	GO:0004672;GO:0006468;GO:0004692;GO:0004674;GO:0005524
AGAP008588	alpha5	Nicotinic acetylcholine receptor subunit alpha 5 [Source:UniProtKB/TrEMBL	GO:0030054;GO:0006811;GO:0022848;GO:0005230;GO:0016021;GO:0045211;GO:0004888;GO:0005216;GO:0034220
AGAP008593			GO:0016021;GO:0005515
AGAP008596		long-chain-fatty-acid--CoA ligase ACSBG	GO:0003824
AGAP008597			
AGAP008598		COP9 signalosome complex subunit	GO:0045892;GO:0003714;GO:0005737;GO:0008180
AGAP008599			GO:0005515
AGAP008600			
AGAP008601		ATP-dependent RNA helicase DDX18/HAS1	GO:0004386;GO:0003676;GO:0003723;GO:0005524
AGAP008602		butyryl-CoA dehydrogenase	GO:0055114;GO:0050660;GO:0003995;GO:0016627
AGAP008604		glycyl-tRNA synthetase	GO:0004812;GO:0006426;GO:0000166;GO:0005737;GO:0006418;GO:0004820;GO:0005524
AGAP008606		forkhead box protein L	GO:0003700;GO:0043565;GO:0006355
AGAP008611			GO:0005515
AGAP008612		Transcription initiation factor TFIID subunit 10 [Source:UniProtKB/TrEMBL	GO:0005634;GO:0006352
AGAP008613		polypeptide N-acetylgalactosaminyltransferase	GO:0000139;GO:0006486;GO:0030246;GO:0016021;GO:0016757
AGAP008614			
AGAP008615		Canopy homolog 2	GO:0005783
AGAP008616			GO:0003676
AGAP008617	Rpn11	26S proteasome 26S non-ATPase subunit N11	GO:0004843;GO:0070628;GO:0061578;GO:0016579;GO:0008237;GO:0008541;GO:0043161;GO:0005515
AGAP008619		nuclear pore complex protein Nup53	GO:0005643;GO:0003676;GO:0051028
AGAP008620		phospholipase A-2-activating protein	GO:0005634;GO:0005737;GO:0043161;GO:0043130;GO:0010992;GO:0005515
AGAP008621			GO:0000139;GO:0016021;GO:0015165;GO:0090481
AGAP008622		Tubulin beta chain [Source:UniProtKB/TrEMBL	GO:0005200;GO:0005525;GO:0003924;GO:0005737;GO:0005874;GO:0007017
AGAP008623			
AGAP008624			
AGAP008625	GPRSMO	putative smoothened receptor	GO:0007275;GO:0007224;GO:0007166;GO:0016021;GO:0016020;GO:0004888;GO:0005515
AGAP008626		Androgen-induced 1	GO:0016021
AGAP008627			GO:0016747
AGAP008628			GO:0016747
AGAP008629			GO:0016747
AGAP008630			GO:0016747
AGAP008631		ethanolaminephosphotransferase	GO:0008654;GO:0016020;GO:0016780;GO:0016021
AGAP008632		alpha-aminoadipic semialdehyde synthase	GO:0055114;GO:0016491
AGAP008633			GO:0016021;GO:0005515
AGAP008634		zinc finger CCCH domain-containing protein 15	GO:0046872
AGAP008635		protein SDA1	GO:0000055;GO:0042273;GO:0030036;GO:0005730
AGAP008636		Pigeon protein [Source:UniProtKB/TrEMBL	GO:0016021
AGAP008637	APG7A	autophagy related gene	GO:0016925;GO:0032446;GO:0046872;GO:0005737;GO:0019948;GO:0008641;GO:0031510;GO:0005524
AGAP008638			GO:0003677;GO:0005634;GO:0000786;GO:0006334
AGAP008639			GO:0016021
AGAP008640			
AGAP008641		Protein quiver [Source:UniProtKB/TrEMBL	GO:0032222;GO:0031225;GO:0030431;GO:0048511;GO:0034235;GO:1903818;GO:0016021;GO:0005886;GO:0045187
AGAP008642		Protein quiver [Source:UniProtKB/TrEMBL	GO:0032222;GO:0031225;GO:0030431;GO:0048511;GO:0034235;GO:1903818;GO:0005886;GO:0045187
AGAP008643			
AGAP008644	GPRMGL2	putative metabotropic glutamate receptor 2	GO:0004930;GO:0016021;GO:0007186
AGAP008645	GAM1	gambicin anti-microbial peptide	
AGAP008646		cGMP-specific 3',5'-cyclic phosphodiesterase	GO:0007165;GO:0046872;GO:0008081;GO:0004114;GO:0005515
AGAP008647		tetraspanin 29fb	GO:0016021
AGAP008648			
AGAP008649		Enterokinase light chain	GO:0004252;GO:0006508
AGAP008650			GO:0005544;GO:0006887;GO:0016021
AGAP008651		cryptochrome	
AGAP008652		phosphotyrosyl phosphatase activator protein	GO:0005737;GO:0019211;GO:0003755
AGAP008653		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12	GO:0006979;GO:0005747;GO:0008137;GO:0016020;GO:0009055
AGAP008654	TEP12	thioester-containing protein 12	GO:0005615;GO:0005576;GO:0004866
AGAP008655			
AGAP008656	sema1a	semaphorin 6	GO:0016021;GO:0005515
AGAP008657			
AGAP008658			
AGAP008659			GO:0016021
AGAP008660		peptidylprolyl isomerase domain and WD repeat-containing protein 1	GO:0000413;GO:0003755;GO:0005515
AGAP008661			GO:0003341;GO:0060271
AGAP008662			GO:0016021
AGAP008664		UDP-glucose 4-epimerase	GO:0005829;GO:0033499;GO:0003978;GO:0019388;GO:0006012
AGAP008665			GO:0003676;GO:0008168;GO:0032259
AGAP008666		uncharacterized protein CG11426	GO:0016021
AGAP008667		Hydroxysteroid (17-beta) dehydrogenase 4	GO:0016491
AGAP008668			GO:0005737
AGAP008669	JTBR	jumping translocation breakpoint protein	GO:0016021
AGAP008670			GO:0005634
AGAP008671			GO:0005634
AGAP008672		Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL	GO:0051276;GO:0005634;GO:0005694;GO:0005524;GO:0005515
AGAP008673		cell cycle checkpoint protein	GO:0005634;GO:0006281
AGAP008674		Transcription factor TFIIIB component B'' [Source:UniProtKB/TrEMBL	GO:0000995;GO:0000126
AGAP008678		wingless-type MMTV integration site family, member 5B	GO:0005109;GO:0005615;GO:0016055;GO:0005102;GO:0045165;GO:0007275;GO:0005576;GO:0030182
AGAP008679			GO:0016021
AGAP008680		ubiquitin-conjugating enzyme E2 R	GO:0000209;GO:0006511;GO:0061631;GO:0016740;GO:0043161;GO:0005524
AGAP008682	CYP307B1	cytochrome P450	GO:0055114;GO:0020037;GO:0016705;GO:0016021;GO:0004497;GO:0005506
AGAP008683		adenylate cyclase 10	GO:0035556;GO:0016849;GO:0009190;GO:0005515
AGAP008684	Jheh1	juvenile hormone epoxide hydrolase 1	GO:0033961;GO:0019439;GO:0003824;GO:0005789
AGAP008685	Jheh2	juvenile hormone epoxide hydrolase 2	GO:0033961;GO:0019439;GO:0003824;GO:0005789
AGAP008686	Jheh3	juvenile hormone epoxide hydrolase 3	GO:0033961;GO:0019439;GO:0003824;GO:0005789
AGAP008687		actin-like protein 6B	GO:0006357;GO:0007399;GO:0043967;GO:0003682;GO:0043044;GO:0016514;GO:0035267
AGAP008688			GO:0016021
AGAP008689		dynein intermediate chain 1, axonemal	GO:0005515
AGAP008690			GO:0016021
AGAP008691		atrial natriuretic peptide receptor A	GO:0004672;GO:0004383;GO:0006468;GO:0016849;GO:0035556;GO:0009190;GO:0006182;GO:0016021;GO:0005524
AGAP008692			GO:0003676
AGAP008693		Leptin receptor overlapping transcript-like 1	GO:2000009;GO:0032511;GO:0016021;GO:0005768
AGAP008694			GO:0051225;GO:0070652
AGAP008696			
AGAP008697		U3 small nucleolar ribonucleoprotein protein LCP5 [Source:UniProtKB/TrEMBL	
AGAP008698		chromodomain-helicase-DNA-binding protein 1	GO:0005634;GO:0005524
AGAP008699			
AGAP008700		Inositol-pentakisphosphate 2-kinase [Source:UniProtKB/TrEMBL	GO:0035299;GO:0005524
AGAP008702	GPRNPR2	Putative neuropeptide receptor 2 [Source:UniProtKB/TrEMBL	GO:0007186;GO:0016021;GO:0004983;GO:0004930
AGAP008704		Juvenile hormone-inducible protein [Source:UniProtKB/TrEMBL	
AGAP008705			GO:0007165
AGAP008706		Protein zwilch [Source:UniProtKB/TrEMBL	GO:0007093;GO:1990423
AGAP008707		Maf-like protein yceF 1	GO:0047429
AGAP008708		protein-tyrosine phosphatase	GO:0008138;GO:0004725;GO:0016791;GO:0005634;GO:0016311;GO:0005737
AGAP008709			
AGAP008710			
AGAP008711		solute carrier organic anion transporter family, member 3A	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0005515
AGAP008712		solute carrier organic anion transporter family, member 4A	GO:0006811;GO:0005215;GO:0016021;GO:0016020;GO:0055085;GO:0005886;GO:0005515
AGAP008713			
AGAP008714			GO:0005623;GO:0017038;GO:0006605;GO:0015462;GO:0006886;GO:0016020;GO:0005524
AGAP008715			GO:0016021
AGAP008716			
AGAP008717		hydroxymethylglutaryl-CoA lyase	GO:0005829;GO:0004419;GO:0003824
AGAP008718		solute carrier family 9 (sodium/hydrogen exchanger), member 6/7	GO:0015385;GO:0015299;GO:0006814;GO:0016021;GO:0006812;GO:0055085;GO:0006885
AGAP008719		S-phase kinase-associated protein 1	GO:0006511
AGAP008720			GO:0005215;GO:0022857;GO:0016021;GO:0055085;GO:0016020
AGAP008721		Facilitated trehalose transporter Tret1-2 homolog [Source:UniProtKB/TrEMBL	GO:0022857;GO:0016021;GO:0055085;GO:0016020
AGAP008722			GO:0003676
AGAP008723		minichromosome maintenance protein 10	GO:0003697;GO:0003690;GO:0006260;GO:0005634;GO:0006270
AGAP008724		mitochondrial cytochrome c oxidase subunit 5B isoform 1	GO:0042776;GO:0005740;GO:0004129;GO:0006123
AGAP008725	Ift52	Intraflagellar transport 52 [Source:UniProtKB/TrEMBL	GO:0060271
AGAP008726		eyes absent homolog 1	GO:0004725;GO:0007275;GO:0046872
AGAP008727		cytochrome c oxidase subunit 4, mitochondrial precursor	GO:0004129
AGAP008728		Transcriptional repressor NF-X1 [Source:UniProtKB/TrEMBL	GO:0005634;GO:0003676;GO:0003700;GO:0006355;GO:0008270
AGAP008729		alkaline ceramidase	GO:0006672;GO:0016021;GO:0016811
AGAP008730		6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	GO:0003874;GO:0005739;GO:0006729
AGAP008731		Laccase-like multicopper oxidase 2 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0005507;GO:0016491
AGAP008732			GO:0055114;GO:0005507;GO:0016491
AGAP008734	dpr19	defective proboscis extension response 19	GO:0016021
AGAP008735		testis-specific serine kinase	GO:0004672;GO:0006468;GO:0004674;GO:0005524
AGAP008736			
AGAP008737		cytohesin-1	GO:0032012;GO:0005086
AGAP008738			
AGAP008739		BTB (POZ) domain containing 9	GO:0008344;GO:0048512;GO:0005515
AGAP008740			
AGAP008742		Discoidin domain receptor family, member 1	GO:0004672;GO:0006468;GO:0016021;GO:0005524
AGAP008745			GO:0003341;GO:0003777;GO:0005858;GO:0016887
AGAP008746		Protein bem46	
AGAP008747			GO:0046907
AGAP008748		DNA repair and recombination protein RAD54 and RAD54-like protein	GO:0005524
AGAP008749		ER degradation enhancer, mannosidase alpha-like 3	GO:0005509;GO:0004571;GO:0008152;GO:0003824;GO:0016020
AGAP008750		tripartite motif-containing protein 9/67	GO:0005515
AGAP008751		Tripartite motif-containing protein 9	GO:0008270
AGAP008752			
AGAP008753		Barrier-to-autointegration factor B	GO:0003677;GO:0007059;GO:0005654;GO:0030261
AGAP008756	Syx5	syntaxin 5	GO:0005623;GO:0016192;GO:0005484;GO:0016021;GO:0006886;GO:0016020
AGAP008757			GO:0016021
AGAP008758			GO:0008278;GO:0007062
AGAP008759	IR41b	Ionotropic receptor IR41b [Source:UniProtKB/TrEMBL	GO:0004970;GO:0016020;GO:0016021
AGAP008760			
AGAP008761		translocon-associated protein subunit gamma	GO:0006614;GO:0005623;GO:0016021
AGAP008762			GO:0003700;GO:0006355
AGAP008763			GO:0003723;GO:0005515
AGAP008764			GO:0006508;GO:0008236
AGAP008765		serine kinase	GO:0004672;GO:0006468;GO:0035556;GO:0005634;GO:0005737;GO:0004674;GO:0005524
AGAP008766	AQP5	Aquaporin [Source:UniProtKB/TrEMBL	GO:0015267;GO:0016021;GO:0055085;GO:0016020
AGAP008767	AQP6	Aquaporin [Source:UniProtKB/TrEMBL	GO:0015267;GO:0016021;GO:0055085;GO:0016020
AGAP008768		Leucine carboxyl methyltransferase 1 protein	GO:0032259;GO:0008168;GO:0018423
AGAP008769		very long chain acyl-CoA dehydrogenase	GO:0055114;GO:0050660;GO:0003995;GO:0016627
AGAP008770			GO:0005515
AGAP008771		DNA-directed RNA polymerases I and III subunit RPAC1	GO:0003899;GO:0046983;GO:0006351
AGAP008772		nucleoporin p58/p45	GO:0017056;GO:0008139;GO:0006913;GO:0005643
AGAP008773	mRpS18C	28S ribosomal protein S18C, mitochondrial	GO:0006412;GO:0005622;GO:0005840;GO:0003735
AGAP008774			GO:0006825;GO:0005743;GO:0006878;GO:0033617;GO:0045454;GO:0008535;GO:0005507;GO:0016021
AGAP008775		RasGEF domain family, member 1B	GO:0007264;GO:0005622;GO:0005085
AGAP008776			
AGAP008778		lachesin	
AGAP008779			GO:0016021
AGAP008780		Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL	GO:0009922;GO:0019367;GO:0102336;GO:0102338;GO:0102337;GO:0030148;GO:0016021;GO:0102756;GO:0034626;GO:0030176;GO:0034625;GO:0042761
AGAP008781		elongation of very long chain fatty acids protein 5	GO:0009922;GO:0019367;GO:0102336;GO:0102338;GO:0102337;GO:0030148;GO:0016021;GO:0102756;GO:0034626;GO:0030176;GO:0034625;GO:0042761
AGAP008782		23.4 kDa salivary protein	
AGAP008783		Arginase [Source:UniProtKB/TrEMBL	GO:0000050;GO:0046872;GO:0006525;GO:0004053
AGAP008785		Ras suppressor protein 1	GO:0005515
AGAP008790		disintegrin and metalloproteinase domain-containing protein 10	GO:0016021;GO:0004222;GO:0008237;GO:0006508
AGAP008794			GO:0005634
AGAP008795			GO:0005634;GO:0003676;GO:0008270
AGAP008796			GO:0005634;GO:0003676;GO:0008270
AGAP008797		Immunoglobulin (CD79A) binding protein 1	GO:0009966
AGAP008798		guanine nucleotide exchange factor MSS4	GO:0007264;GO:0005829;GO:0006892;GO:0005085;GO:0016020;GO:0008270
AGAP008799			
AGAP008802	Pgk	Phosphoglycerate kinase [Source:UniProtKB/TrEMBL	GO:0005829;GO:0006094;GO:0006096;GO:0043531;GO:0004618;GO:1903862;GO:0005524
AGAP008803			GO:0006888;GO:0030127;GO:0006886;GO:0008270
AGAP008804	Pex19	peroxin 19	GO:0005777
AGAP008805		ubiquitin carboxyl-terminal hydrolase 3	GO:0036459;GO:0016579;GO:0008270;GO:0006511
AGAP008806		beta-1,3-glucuronyltransferase	GO:0015018;GO:0000139;GO:0006486;GO:0046872;GO:0016021;GO:0016020
AGAP008807			GO:0006869;GO:0005319
AGAP008808			GO:0004252;GO:0006508
AGAP008810			GO:0006869;GO:0005319
AGAP008811			GO:0031032;GO:0016021;GO:0005856;GO:0008092
AGAP008812			
AGAP008813		FMS-like tyrosine kinase 1	GO:0004672;GO:0006468;GO:0004714;GO:0016021;GO:0005524
AGAP008814		transcription factor 4/12	GO:0046983
AGAP008815		leucine-rich repeat-containing protein 67	GO:0005515
AGAP008816	Prosalpha5	26S proteasome alpha 5 subunit	GO:0010499;GO:0051603;GO:0005634;GO:0006511;GO:0019773;GO:0004298;GO:0005737;GO:0005839;GO:0043161;GO:0010498;GO:0004175
AGAP008817	CPLCP3	cuticular protein (putative) CPLCP3	
AGAP008818		paired box protein 5	GO:0003677;GO:0005634;GO:0007275;GO:0006355
AGAP008819	EGFR	putative epidermal growth factor receptor	GO:0004672;GO:0004714;GO:0006468;GO:0007169;GO:0004713;GO:0016021;GO:0016020;GO:0005524
AGAP008821		N-myc downstream regulated [Source:UniProtKB/TrEMBL	
AGAP008822		FK506-binding protein 14	GO:0005509;GO:0003755
AGAP008823			GO:0045216
AGAP008824			GO:0045216
AGAP008825			GO:0045216
AGAP008826			
AGAP008827			GO:0003676
AGAP008828		ATP-binding protein involved in chromosome partitioning	
AGAP008829			
AGAP008830		non-lysosomal glucosylceramidase	GO:0004553;GO:0006680;GO:0004348;GO:0003824;GO:0016020
AGAP008831		Stress-activated map kinase-interacting protein 1 [Source:UniProtKB/TrEMBL	
AGAP008832		cyclic AMP-dependent transcription factor ATF-6 alpha	GO:0003677;GO:0005634;GO:0045944;GO:0003700;GO:0006355;GO:0005789;GO:0030968;GO:0035497
AGAP008833			GO:0007165
AGAP008834	Akh1	adipokinetic hormone 1	GO:0005179;GO:0005576
AGAP008835	CLIPC1	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP008836		Crossover junction endonuclease MUS81 [Source:UniProtKB/TrEMBL	GO:0003677;GO:0004518
AGAP008837		20S proteasome subunit beta 4	GO:0051603;GO:0005634;GO:0004298;GO:0005737;GO:0005839;GO:0004175
AGAP008838		minor histocompatibility antigen H13	GO:0004190;GO:0016021
AGAP008839			GO:0005515
AGAP008840			GO:0005515
AGAP008842	AQP4	aquaporin	GO:0055085;GO:0016020;GO:0015267
AGAP008843	AQP1	Aquaporin 1 [Source:UniProtKB/TrEMBL	GO:0015267;GO:0016021;GO:0055085;GO:0016020
AGAP008844	GALE1	galectin 1	GO:0016936;GO:0030246
AGAP008845			GO:0005634;GO:0003676;GO:0008270
AGAP008846			GO:0006479;GO:0008168
AGAP008847		gamma-tubulin complex component 4	GO:0051225;GO:0007020;GO:0051415;GO:0000278;GO:0031122;GO:0051321;GO:0000922;GO:0000930;GO:0005813;GO:0005874;GO:0043015;GO:0000923;GO:0005815;GO:0000226
AGAP008848		guanylate cyclase	GO:0004672;GO:0004383;GO:0006468;GO:0016849;GO:0035556;GO:0009190;GO:0016021;GO:0005524
AGAP008849		D-3-phosphoglycerate dehydrogenase	GO:0055114;GO:0004617;GO:0016616;GO:0006520;GO:0051287
AGAP008850		mitochondrial cytochrome c oxidase subunit 6A isoform 3	GO:0005743;GO:0009060;GO:0016021;GO:0030234;GO:0004129;GO:0005751;GO:0006123
AGAP008851		E3 ubiquitin-protein ligase mind-bomb [Source:UniProtKB/TrEMBL	GO:0004842;GO:0046872;GO:0016567;GO:0008270;GO:0005515
AGAP008852			
AGAP008853			
AGAP008854	hook	Protein hook [Source:UniProtKB/Swiss-Prot	GO:0051959;GO:0006897;GO:0031122;GO:0005737;GO:0005813;GO:0005874;GO:0030705;GO:0005768;GO:0008017;GO:0005515
AGAP008855			GO:0005634;GO:0003676;GO:0008270
AGAP008857		COP9 signalosome complex subunit 8	GO:0008180;GO:0010387;GO:0000338
AGAP008858			GO:0005515
AGAP008859			GO:0005158;GO:0008286
AGAP008861		female reproductive tract protease GLEANR_896	GO:0004252;GO:0006508;GO:0008236
AGAP008862	AGO3	argonaute 3	GO:0031047;GO:0003676;GO:0005515
AGAP008864			
AGAP008867		regucalcin protein	
AGAP008868			GO:0003677;GO:0043565;GO:0005634;GO:0007275;GO:0006355
AGAP008869		Chromosome transmission fidelity protein 18 [Source:UniProtKB/TrEMBL	GO:0005524
AGAP008870			
AGAP008871	GPRFZ4	Putative frizzled 4-like receptor [Source:UniProtKB/TrEMBL	GO:0016055;GO:0042813;GO:0007275;GO:0016021;GO:0007166;GO:0016020;GO:0004888;GO:0005515
AGAP008872	Ift57	intraflagellar transport 57	GO:0042073;GO:0005794;GO:1905515;GO:0005813;GO:0030992;GO:0005929
AGAP008873			GO:0000045;GO:0000422
AGAP008874			GO:0006355;GO:0003690
AGAP008875		conserved oligomeric Golgi complex component 4	GO:0017119;GO:0006890;GO:0048213;GO:0007030
AGAP008876		ATP synthase mitochondrial F1 complex assembly factor 2	GO:0043461
AGAP008877			GO:0046872
AGAP008878		defense protein	
AGAP008879			GO:0016021
AGAP008880			
AGAP008881		Ethanolaminephosphotransferase [Source:UniProtKB/TrEMBL	GO:0016780;GO:0008654;GO:0016021;GO:0016020
AGAP008882		U3 small nucleolar RNA-associated protein MPP10	GO:0034457;GO:0005634;GO:0032040;GO:0006364;GO:0005732
AGAP008883		Anamorsin homolog [Source:UniProtKB/Swiss-Prot	GO:0051539;GO:0016226;GO:0005758;GO:0051537;GO:0046872;GO:0051536;GO:0005737;GO:0009055
AGAP008884		protoheme IX farnesyltransferase	GO:0008495;GO:0016765;GO:0016021;GO:0048034
AGAP008885		parafibromin	GO:0032968;GO:0006368;GO:0016593;GO:0016570;GO:0000993;GO:0034402
AGAP008886		Tetraspanin [Source:UniProtKB/TrEMBL	GO:0016021;GO:0005887
AGAP008887		Hepatocyte growth factor-regulated tyrosine kinase substrate [Source:UniProtKB/TrEMBL	GO:0046872;GO:0048471;GO:0005938;GO:0006886
AGAP008888			
AGAP008889	ABCG15	ATP-binding cassette transporter (ABC transporter) family G member 15	GO:0016887;GO:0016020;GO:0005524
AGAP008891		serine protease snake	GO:0004252;GO:0006508
AGAP008892			
AGAP008893	CPLCP8	cuticular protein CPLCP8	
AGAP008894	Or65	odorant receptor 65	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0005886;GO:0050911;GO:0004984
AGAP008895		actin related protein 2/3 complex, subunit 5	GO:0030833;GO:0015629;GO:0005885;GO:0034314
AGAP008896		dynamin 1-like protein	GO:0016559;GO:0005525;GO:0000266;GO:0003924
AGAP008897			GO:0005634;GO:0003677
AGAP008898		mitochondrial ATPase inhibitor	GO:0051117;GO:0042030;GO:0006783;GO:0032780;GO:0005739
AGAP008899		proto-oncogene tyrosine-protein kinase Ret	GO:0004672;GO:0006468;GO:0004713;GO:0016021;GO:0007155;GO:0005886;GO:0005524
AGAP008900		facilitated trehalose transporter Tret1-2 homolog	GO:0055085;GO:0022857;GO:0016021
AGAP008901			GO:0003676
AGAP008903			
AGAP008904		glutamate decarboxylase	GO:0016831;GO:0030170;GO:0019752;GO:0003824
AGAP008905			GO:0016021
